centre_date,TAC
1994-12-01,0.7185522274253762
1995-12-01,0.7388300005005023
1996-12-01,0.743587263457307
1997-12-01,0.7994751738049555
1998-12-01,0.8008913743655038
1999-12-01,0.7943579780187207
2000-12-01,0.8028395462881714
2001-12-01,0.8019951416603948
2002-12-01,0.7638864157587552
2003-12-01,0.7677643691178221
2004-12-01,0.7526612626274355
2005-12-01,0.7817217319322187
2006-12-01,0.7852150652934262
2007-12-01,0.6749419648014735
2008-12-01,0.661364071000048
2009-12-01,0.6436694160076823
2010-12-01,0.6124968817539964
2011-12-01,0.5793860861449442
2012-12-01,0.5325035709030219
2013-12-01,0.5330500146792317
2014-12-01,0.5246321693565682
2015-12-01,0.5134687996890106
2016-12-01,0.42211959262026927
2017-12-01,0.4233057520547878
2018-12-01,0.3887306785507214
2019-12-01,0.47067103413929506
2020-12-01,0.4736229971277218
2021-12-01,0.5098422319664474
2022-12-01,0.5256021844539316
2023-12-01,0.5081797944714989
2024-12-01,0.5496865803195258
2025-12-01,0.5486839739824662
2026-12-01,0.5558768999228207
2027-12-01,0.5267291900863986
2028-12-01,0.5225404592180561
2029-12-01,0.5166410715060871
2030-12-01,0.5985076113625464
2031-12-01,0.6312820191429237
2032-12-01,0.6356664308751709
2033-12-01,0.674076910384391
2034-12-01,0.6895839618727696
2035-12-01,0.7080558641528173
2036-12-01,0.6859860028390486
2037-12-01,0.7037684368390135
2038-12-01,0.6998386392837694
2039-12-01,0.7052939074025266
2040-12-01,0.6736440933384583
2041-12-01,0.6726965906932213
2042-12-01,0.6580645200653643
2043-12-01,0.6737011024071174
2044-12-01,0.6725721558889556
2045-12-01,0.6589456025996567
2046-12-01,0.6542039444016926
2047-12-01,0.5153960896224137
2048-12-01,0.49204548135440496
2049-12-01,0.49849914451041316
2050-12-01,0.45948979809011176
2051-12-01,0.4768921696436259
2052-12-01,0.4730362880322252
2053-12-01,0.450090063747651
2054-12-01,0.5311374591614906
2055-12-01,0.5361584152801114
2056-12-01,0.500256381516531
2057-12-01,0.5621808801416994
2058-12-01,0.5561423767341522
2059-12-01,0.5706748670808985
2060-12-01,0.5222980856563714
