centre_date,TAC
1994-12-01,0.5358545258130725
1995-12-01,0.5903562275098957
1996-12-01,0.6207886041388982
1997-12-01,0.6340340563648665
1998-12-01,0.6325567839913385
1999-12-01,0.6351084798238645
2000-12-01,0.5071379340082044
2001-12-01,0.42126979752136656
2002-12-01,0.42119910101217645
2003-12-01,0.4843909224417002
2004-12-01,0.6533076753171149
2005-12-01,0.6765456246368612
2006-12-01,0.6807157499989978
2007-12-01,0.6902148265846024
2008-12-01,0.7154789269589165
2009-12-01,0.7060746340077114
2010-12-01,0.6955043966462126
2011-12-01,0.6806725877240445
2012-12-01,0.6901662212685616
2013-12-01,0.6958230830657081
2014-12-01,0.5221048276578643
2015-12-01,0.4363400396167241
2016-12-01,0.4215266000166173
2017-12-01,0.4197508819750091
2018-12-01,0.2746890086113221
2019-12-01,0.6645332913413252
2020-12-01,0.6828863745846792
2021-12-01,0.6740540473679857
2022-12-01,0.6409904870424581
2023-12-01,0.608565304298413
2024-12-01,0.6584550287338273
2025-12-01,0.6683131586556271
2026-12-01,0.6735482995130987
2027-12-01,0.6808359245302019
2028-12-01,0.676169064849539
2029-12-01,0.6146632860988741
2030-12-01,0.564111591227129
2031-12-01,0.5812277781933136
2032-12-01,0.5703225904715415
2033-12-01,0.5977524874626727
2034-12-01,0.575074281543644
2035-12-01,0.5652088429616438
2036-12-01,0.514586559652681
2037-12-01,0.669294908871172
2038-12-01,0.6458874138360259
2039-12-01,0.6266922292007292
2040-12-01,0.6363304189997979
2041-12-01,0.6401059241563147
2042-12-01,0.6501699601633409
2043-12-01,0.6508069514343513
2044-12-01,0.640769148897731
2045-12-01,0.6474590798939505
2046-12-01,0.6603469284281401
2047-12-01,0.4992681526125926
2048-12-01,0.5163850816518771
2049-12-01,0.5061926651520966
2050-12-01,0.5616030254367083
2051-12-01,0.5690915498940684
2052-12-01,0.4732350314035139
2053-12-01,0.47492485466114304
2054-12-01,0.4600946934234513
2055-12-01,0.4206001799547606
2056-12-01,0.5051528639418968
2057-12-01,0.5171699692444541
2058-12-01,0.547684020089988
2059-12-01,0.5382443795386407
2060-12-01,0.5256728349480736
