centre_date,TAC
1994-12-01,0.6311256949048752
1995-12-01,0.4979201200074671
1996-12-01,0.4894570150263977
1997-12-01,0.47855414486392195
1998-12-01,0.45058316728684655
1999-12-01,0.4289265005795982
2000-12-01,0.4316098714792756
2001-12-01,0.40692154592528507
2002-12-01,0.4673427575179133
2003-12-01,0.5275264290118377
2004-12-01,0.3990929856910152
2005-12-01,0.3641964131055519
2006-12-01,0.3621240280151037
2007-12-01,0.4718204458270525
2008-12-01,0.4915211344805659
2009-12-01,0.5846821294560651
2010-12-01,0.578861768847152
2011-12-01,0.5972990615214422
2012-12-01,0.621837458844477
2013-12-01,0.5858933817489482
2014-12-01,0.6361004330663794
2015-12-01,0.6334857961848669
2016-12-01,0.639609219739588
2017-12-01,0.46779181013136656
2018-12-01,0.5388523810274677
2019-12-01,0.6980222103040374
2020-12-01,0.7059186093240079
2021-12-01,0.7046551361083994
2022-12-01,0.6636422636348216
2023-12-01,0.6483265866964207
2024-12-01,0.6410351275735079
2025-12-01,0.6877688751415537
2026-12-01,0.677153059627456
2027-12-01,0.7339117010248272
2028-12-01,0.7066101945708778
2029-12-01,0.6202588274863383
2030-12-01,0.6159821471105085
2031-12-01,0.5958515156607957
2032-12-01,0.6202680085762923
2033-12-01,0.6486834860449373
2034-12-01,0.6700013945273151
2035-12-01,0.6141645122541258
2036-12-01,0.6272564924882603
2037-12-01,0.578287838140037
2038-12-01,0.6066839990582672
2039-12-01,0.6357436435166401
2040-12-01,0.6455747169998974
2041-12-01,0.6447900889036572
2042-12-01,0.6342112213112051
2043-12-01,0.5985995212218267
2044-12-01,0.5350457575003483
2045-12-01,0.5410339369100603
2046-12-01,0.5534576211891382
2047-12-01,0.5619301198448229
2048-12-01,0.5917407224617868
2049-12-01,0.5671760228044064
2050-12-01,0.5761820329552849
2051-12-01,0.5710226353646092
2052-12-01,0.5867531789465779
2053-12-01,0.6046750722907663
2054-12-01,0.6071723052423289
2055-12-01,0.5800522967100765
2056-12-01,0.6277067324540083
2057-12-01,0.5941111554776879
2058-12-01,0.535729434117772
2059-12-01,0.5195557260540064
2060-12-01,0.47204760988952676
