centre_date,TAC
1994-12-01,0.6434111246329219
1995-12-01,0.533952349961351
1996-12-01,0.526010031180879
1997-12-01,0.5106212561918004
1998-12-01,0.5225004171712148
1999-12-01,0.5416743640796295
2000-12-01,0.4673746834740206
2001-12-01,0.33748734609587056
2002-12-01,0.38293859511723866
2003-12-01,0.44666750549900314
2004-12-01,0.49443144906404335
2005-12-01,0.5487301628514406
2006-12-01,0.5292250692202269
2007-12-01,0.5600917306357578
2008-12-01,0.5892974857027478
2009-12-01,0.559673592655737
2010-12-01,0.547699083259654
2011-12-01,0.546981327688862
2012-12-01,0.5120999742160989
2013-12-01,0.4745177832469885
2014-12-01,0.4321852590405908
2015-12-01,0.34894607184178533
2016-12-01,0.3579140491916439
2017-12-01,0.28142434420210677
2018-12-01,0.2175455543218699
2019-12-01,0.6750535128131464
2020-12-01,0.691382185613489
2021-12-01,0.7020550811718932
2022-12-01,0.6738644720921007
2023-12-01,0.6567021995503489
2024-12-01,0.6657983840122423
2025-12-01,0.7018193824376927
2026-12-01,0.7147020444255657
2027-12-01,0.715758023515392
2028-12-01,0.7007896443516016
2029-12-01,0.6177401626738078
2030-12-01,0.5612780397939297
2031-12-01,0.5752251897409666
2032-12-01,0.5796762962403081
2033-12-01,0.560468742223687
2034-12-01,0.5789484524219299
2035-12-01,0.518796812434666
2036-12-01,0.4648998634254414
2037-12-01,0.5776964425709518
2038-12-01,0.5691763956830412
2039-12-01,0.5476545544932824
2040-12-01,0.5622010248032284
2041-12-01,0.5524359280346386
2042-12-01,0.5816516469079606
2043-12-01,0.5911429308314562
2044-12-01,0.5830968126172955
2045-12-01,0.5797477973461063
2046-12-01,0.5629150227053217
2047-12-01,0.42305700239675836
2048-12-01,0.42898909900309035
2049-12-01,0.40465627656846614
2050-12-01,0.42832200986685487
2051-12-01,0.47390349957040223
2052-12-01,0.3087684844386448
2053-12-01,0.3181815434862478
2054-12-01,0.3326995141237516
2055-12-01,0.44923433440658284
2056-12-01,0.5827042769533863
2057-12-01,0.6048881891373574
2058-12-01,0.6135520392213502
2059-12-01,0.6022294420989529
2060-12-01,0.6016047507940934
