centre_date,TAC
1994-12-01,0.524940987037496
1995-12-01,0.4662739234179318
1996-12-01,0.4638151835641575
1997-12-01,0.493049373555463
1998-12-01,0.577349943626498
1999-12-01,0.5538483803711571
2000-12-01,0.5904506337149016
2001-12-01,0.6013429544917758
2002-12-01,0.5858666139164528
2003-12-01,0.4798713161903051
2004-12-01,0.5064054329572414
2005-12-01,0.4499810759845366
2006-12-01,0.4389926027421855
2007-12-01,0.3889591630895713
2008-12-01,0.3038833488687175
2009-12-01,0.32827437394332215
2010-12-01,0.38721386404830627
2011-12-01,0.39369284221509815
2012-12-01,0.40478737624497985
2013-12-01,0.46298469471125453
2014-12-01,0.45760122311238377
2015-12-01,0.49343344003616507
2016-12-01,0.5148392284209171
2017-12-01,0.5771997394231031
2018-12-01,0.6361776493713401
2019-12-01,0.6471104337871422
2020-12-01,0.5626933978636997
2021-12-01,0.5628691027971899
2022-12-01,0.573457338980895
2023-12-01,0.4044388654926992
2024-12-01,0.5047430266201934
2025-12-01,0.5001817302664334
2026-12-01,0.5785711993760244
2027-12-01,0.5801512651076567
2028-12-01,0.6139477759662848
2029-12-01,0.6049954635227788
2030-12-01,0.6109045199775449
2031-12-01,0.6196249213396424
2032-12-01,0.6288828219920163
2033-12-01,0.656580102488943
2034-12-01,0.6676339388134789
2035-12-01,0.6835260154074566
2036-12-01,0.6348642240287105
2037-12-01,0.6120242208521085
2038-12-01,0.6336962759216824
2039-12-01,0.6243503084888051
2040-12-01,0.6303510936907709
2041-12-01,0.57076491733546
2042-12-01,0.5825073413535431
2043-12-01,0.5491021432615845
2044-12-01,0.49213288777441844
2045-12-01,0.49682003545282577
2046-12-01,0.4962993518179057
2047-12-01,0.5309145545767475
2048-12-01,0.4432877617768166
2049-12-01,0.4412333288316323
2050-12-01,0.44638468658262326
2051-12-01,0.5114603873435941
2052-12-01,0.4310621431435121
2053-12-01,0.4011946966427959
2054-12-01,0.5257638288878408
2055-12-01,0.6392438754662401
2056-12-01,0.6544380273525989
2057-12-01,0.643863514474815
2058-12-01,0.6631757196194735
2059-12-01,0.6662735228673308
2060-12-01,0.6545885092996792
